ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies	infl.same.sign.logFC	infl.nstudies	sensi.global	sensi.specific
ENSG00000127578	WFIKKN1	0.0200881601015528	0.0356970052291113	0.0513058503566697	7.3813613649531e-06	0.218468956392161	0.640208981076671	0.00796384283113316	0	0	1	0.00104263593260105	0.0105545206744302	2.98186731196084	2	2	GSE163577	0.525623947314443	GSE163577
ENSG00000133657	ATP13A3	-0.227205635485717	-0.157925135886651	-0.0886446362875845	7.90485986022224e-06	0.27625521319423	0.870987540897935	0.0353478431979066	0	0	1	0.00110541560285348	0.0111900342865116	2.95647440967885	3	3	non	0.663813347750626	all.p.values < 0.05
ENSG00000169635	HIC2	0.0294647205619444	0.052642113312272	0.0758195060625997	8.5230004995633e-06	1.93793780193068	0.379474111841272	0.0118254176776451	0	0	1	0.00116848665672444	0.0118284975518036	2.93237624257345	3	2	Study43,GSE163577	0.209025986584649	Study43,GSE163577
ENSG00000197912	SPG7	0.0787856354229921	0.140715551918116	0.20264546841324	8.4529199013035e-06	1.78087907875917	0.410475293040037	0.0315974767820323	0	0	1	0.00116848665672444	0.0118284975518036	2.93237624257345	3	3	GSE163577,syn52293442_hc	0.374327930825665	GSE163577,syn52293442_hc
ENSG00000196693	ZNF33B	0.037640126031009	0.0673676774342988	0.0970952288375887	8.92878369410128e-06	0.0450337023693277	0.977734761065505	0.0151673967673779	0	0	1	0.00121223408910983	0.0122713493326864	2.91641350740394	3	3	non	0.476890822255114	GSE163577
ENSG00000023171	GRAMD1B	0.0320843628782399	0.0574991311947869	0.0829138995113338	9.23800370791532e-06	0.62110892894467	0.733040398665997	0.0129669567997246	0	0	1	0.00121871928161781	0.0123369984209855	2.91409631774839	3	3	GSE163577	0.488035645358175	GSE163577
ENSG00000106400	ZNHIT1	0.0345272810639458	0.0618402888546198	0.0891532966452939	9.09591798343376e-06	0.790192447631508	0.673615218303603	0.0139354641238898	0	0	1	0.00121871928161781	0.0123369984209855	2.91409631774839	3	2	GSE163577	0.484690183933101	GSE163577
ENSG00000197102	DYNC1H1	0.137414824636192	0.246216549514567	0.355018274392942	9.19156067895641e-06	1.05523271834952	0.590009665994671	0.0555121041695609	0	0	1	0.00121871928161781	0.0123369984209855	2.91409631774839	3	3	non	0.653841436504007	GSE163577
ENSG00000280780	JAKMIP2-AS1	-0.0848928012964145	-0.0588630930192166	-0.0328333847420187	9.32653080084103e-06	0.499915713744643	0.479537159174699	0.0132807074428494	0	0	1	0.00121889912821459	0.01233881899379	2.91403223357147	2	1	GSE163577	0.512872847646454	GSE163577
ENSG00000142655	PEX14	0.0646091947334598	0.115967354230842	0.167325513728224	9.61644667928387e-06	0.694823230609305	0.706514456235024	0.0262036240984472	0	0	1	0.00124515176262135	0.0126045723252652	2.9047777123014	3	2	non	0.547035599479875	GSE163577
ENSG00000104205	SGK3	-0.262509412758052	-0.181893545174184	-0.101277677590316	9.76711766486073e-06	1.90607435348706	0.385568204543008	0.0411313004829453	0	0	1	0.00125305847179278	0.0126846113137626	2.90202866293685	3	2	Study43,GSE163577	0.255166932799547	Study43,GSE163577
ENSG00000160282	FTCD	0.0716857900973801	0.128864207508825	0.18604262492027	9.9982042305466e-06	0.735151301926231	0.39121852992968	0.029173198008974	0	0	1	0.00127104443599967	0.01286668179986	2.89583926614771	2	2	GSE163577	0.508481113291288	GSE163577
ENSG00000100564	PIGH	-0.178977527171345	-0.123758775798625	-0.0685400244259052	1.11920461737498e-05	0.110280479734036	0.946352422309131	0.0281733500249383	0	0	1	0.00139769370784466	0.0141487423123485	2.85458798994015	3	3	non	0.582099264249451	all.p.values < 0.05
ENSG00000105204	DYRK1B	0.0447577816285534	0.080840839098624	0.116923896568695	1.12766873708343e-05	0.195696129385504	0.658217467018648	0.0184100614882157	0	0	1	0.00139769370784466	0.0141487423123485	2.85458798994015	2	2	GSE163577	0.531030220795158	GSE163577
ENSG00000261008	LINC01572	-0.414882746332485	-0.286841876158936	-0.158801005985386	1.12942926906784e-05	0.216023387828267	0.64208674690594	0.0653281749988874	0	0	1	0.00139769370784466	0.0141487423123485	2.85458798994015	2	2	GSE163577	0.541707127788281	GSE163577
ENSG00000137504	CREBZF	-0.261903624980385	-0.180857642855859	-0.0998116607313338	1.22132983789436e-05	1.35593759250488	0.507647080504344	0.0413507507096079	0	0	1	0.00149816460115041	0.0151658011796069	2.82444046871653	3	3	GSE163577	0.487211593102402	all.p.values < 0.05
ENSG00000255733	IFNG-AS1	-0.12406660375535	-0.0855840890333444	-0.0471015743113388	1.30713186613331e-05	0.921144929921309	0.33717453053929	0.0196342968674684	0	0	1	0.00158947234921811	0.0160901022559298	2.79874702275798	2	2	GSE163577,syn52293442_hc	0.850541172641912	all.p.values < 0.05
ENSG00000099800	TIMM13	0.0374286677680804	0.0680906885948259	0.0987527094215713	1.34616873000284e-05	0.694703754017287	0.706556663465426	0.0156441756423095	0	0	1	0.00162282961382411	0.0164277751942182	2.7897270757748	3	3	GSE163577	0.528948020357336	GSE163577
ENSG00000054523	KIF1B	0.14368729113117	0.261765424213989	0.379843557296809	1.39268594124312e-05	1.17104084329376	0.55681600729191	0.0602450524673948	0	0	1	0.0016645572822516	0.0168501810650911	2.77870125491541	3	3	syn52293442_hc	0.831413753006632	all.p.values < 0.05
ENSG00000066739	ATG2B	-0.277873718030037	-0.191355090748821	-0.104836463467605	1.45830315502165e-05	1.39199791799735	0.49857614200937	0.0441429679135249	0	0	1	0.00172821282371379	0.0174945610518126	2.7624027766296	3	3	GSE163577	0.466381774067074	all.p.values < 0.05
ENSG00000175931	UBE2O	0.0702153840083954	0.128854535240146	0.187493686471897	1.65593015918506e-05	1.8369706627863	0.399123122741547	0.0299184840610791	0	0	1	0.00194592666773478	0.0196984609904006	2.71087353015103	3	2	GSE163577	0.46087198578501	GSE163577
ENSG00000138185	ENTPD1	0.0227418166165687	0.0417652520615091	0.0607886875064494	1.68478969867755e-05	0.298296983349489	0.861441188556412	0.00970601276094601	0	0	1	0.00196334159552558	0.0198747509202452	2.70700413231782	3	3	non	0.46981867371257	GSE163577
ENSG00000128739	SNRPN	0.0248165835379845	0.0456346825774367	0.0664527816168889	1.73614769028712e-05	0.267343545035374	0.874877176214678	0.0106216742775187	0	0	1	0.00200647019016323	0.0203113382557945	2.69756728813238	3	2	GSE163577	0.442140934616735	GSE163577
ENSG00000146833	TRIM4	0.0624707865245398	0.114933233921302	0.167395681318064	1.75614420722505e-05	0.425300234810348	0.808438946454932	0.0267670466450298	0	0	1	0.00201294431097009	0.0203768752661432	2.69616823990168	3	3	GSE163577	0.463684906870448	GSE163577
ENSG00000130150	MOSPD2	-0.298130418833652	-0.204634067646817	-0.111137716459983	1.78879267165012e-05	1.44948198577896	0.484450028709303	0.0477030965488762	0	0	1	0.00203369729433782	0.0205869560672761	2.69171368916257	3	2	Study43,GSE163577	0.285423131448051	Study43,GSE163577
ENSG00000235903	CPB2-AS1	-0.229597354621957	-0.157529428558256	-0.085461502494555	1.8341393454719e-05	0.951415265172615	0.329359315206267	0.0367700256903514	0	0	1	0.0020684358554096	0.0209386117598988	2.68435794253429	2	2	GSE163577	0.555374508184142	GSE163577
ENSG00000162909	CAPN2	0.0441941214366083	0.0815257589280304	0.118857396419453	1.86710230994156e-05	0.204877137956648	0.902633597753904	0.0190471038171565	0	0	1	0.00207218719858911	0.0209765863087388	2.68357101357839	3	3	non	0.475973821563253	GSE163577
ENSG00000257335	MGAM	-0.0530164686688838	-0.0363690314998203	-0.0197215943307567	1.85337751223263e-05	0.0230089409786565	0.879433823990074	0.0084937464669639	0	0	1	0.00207218719858911	0.0209765863087388	2.68357101357839	2	2	non	0.67962635303521	GSE163577
ENSG00000168675	LDLRAD4	0.175425999402214	0.324394456879766	0.473362914357318	1.97209144746961e-05	1.35353382279008	0.508257580645251	0.0760057116623553	0	0	1	0.00217147455129252	0.0219816642885504	2.6632452560084	3	2	GSE163577	0.398379106687142	GSE163577
ENSG00000074527	NTN4	-0.0861371830695742	-0.0590025483437259	-0.0318679136178776	2.02770720443512e-05	0.702566708543015	0.703784305310527	0.0138444557858628	0	0	1	0.00221527012084537	0.0224250033581534	2.65457331014519	3	3	non	0.84750409375654	all.p.values < 0.05
ENSG00000185340	GAS2L1	0.0243423467682385	0.0452835749136536	0.0662248030590688	2.25268089544525e-05	0.176524416493247	0.674377274464661	0.0106844964043201	0	0	1	0.00244197594123306	0.024719928358797	2.61225861911398	2	2	GSE163577	0.518267233872266	GSE163577
ENSG00000196586	MYO6	0.182933000815517	0.340578499447928	0.498223998080338	2.29243637801387e-05	1.38943813340575	0.49921467431152	0.0804328548258531	0	0	1	0.00246595617770353	0.0249626783865789	2.60801464548183	3	3	non	0.469958401349071	syn52293442_hc
ENSG00000076716	GPC4	0.0137456313789275	0.0256845505695204	0.0376234697601133	2.48091848847193e-05	0.554384016023961	0.757908958546278	0.0060913972321765	0	0	1	0.00264833314067111	0.0268088658869262	2.57702738477053	3	3	GSE163577	0.453654929147946	GSE163577
ENSG00000171960	PPIH	0.0528831020343817	0.0995174127346529	0.146151723434924	2.88251922924194e-05	0.435376346452265	0.804376228607829	0.0237934528736838	0	0	1	0.0030537234016454	0.0309125992773455	2.51517030276724	3	3	GSE163577	0.538309975724447	GSE163577
ENSG00000183020	AP2A2	0.0598628485118767	0.113188836824008	0.16651482513614	3.17988166175235e-05	0.0984154305492121	0.753739529705252	0.0272076368406563	0	0	1	0.00334341843292819	0.0338451590533414	2.47580926751756	2	2	GSE163577	0.51798379124639	GSE163577
ENSG00000137936	BCAR3	0.036209569244571	0.0686093568730141	0.101009144501457	3.31904152634845e-05	1.85413387259927	0.395712660343526	0.0165308076495326	0	0	1	0.00346369229137737	0.0350626817627579	2.46046069693549	3	2	GSE163577	0.52269306866767	GSE163577
ENSG00000131389	SLC6A6	-0.209633141366963	-0.14221231154483	-0.0747914817226974	3.56197467958525e-05	1.78982759186278	0.40864282379657	0.0343990146522793	0	0	1	0.00367724239244733	0.0372244324623973	2.43447774183831	3	3	GSE163577	0.409182067455405	GSE163577,syn52293442_hc
ENSG00000141524	TMC6	-0.23423947119444	-0.158872722510602	-0.0835059738267628	3.60256155438561e-05	0.86260641702681	0.649661897889992	0.038453129383153	0	0	1	0.00367724239244733	0.0372244324623973	2.43447774183831	3	3	GSE163577	0.50137159410503	GSE163577
ENSG00000152315	KCNK13	0.0181380239734364	0.0344982336765994	0.0508584433797624	3.58196989476982e-05	1.54473668603609	0.461917792050526	0.00834719914866306	0	0	1	0.00367724239244733	0.0372244324623973	2.43447774183831	3	3	GSE163577	0.495605516183124	GSE163577
ENSG00000087008	ACOX3	0.0496068652398439	0.0947542419092818	0.13990161857872	3.89661363983692e-05	0.464676847947562	0.792677816731889	0.0230347991215934	0	0	1	0.00394856848836808	0.0399710449657319	2.40356032469856	3	3	GSE163577	0.494531513877451	GSE163577
ENSG00000224843	LINC00240	-0.199028080275675	-0.134716223746119	-0.0704043672165627	4.03261665824716e-05	0.0550632339683814	0.814476079123361	0.0328127746411871	0	0	1	0.00405698642798045	0.0410685511511013	2.39179644515815	2	2	GSE163577	0.526205991128221	GSE163577
ENSG00000150782	IL18	0.00675507881129629	0.0129495723865521	0.019144065961808	4.17997923815843e-05	0.122096317103834	0.940777932182155	0.00316051398092884	0	0	1	0.00417520211902911	0.0422652391955104	2.37932249573623	3	3	GSE163577	0.446987503126434	GSE163577
ENSG00000077044	DGKD	-0.436205801291607	-0.294919850061189	-0.153633898830772	4.29104904386051e-05	2.82895759967266	0.243052259319289	0.0720859935921595	0.00494015836021811	29.3025812676929	1.41447879983633	0.00425574679640747	0.0430805865627208	2.37102421910451	3	3	Study43	0.841340989349213	GSE163577
ENSG00000142552	RCN3	0.00852594832727953	0.016418635824247	0.0243113233212145	4.55845257149541e-05	0.754806237269664	0.384958800813161	0.00402695537225377	0	0	1	0.0044891127295628	0.045442931355549	2.34783948855861	2	1	GSE163577	0.512253021030336	GSE163577
ENSG00000186281	GPAT2	0.022718108892291	0.0438299254361541	0.0649417419800171	4.72048508176026e-05	0.580455396222772	0.446133875501862	0.0107715329008035	0	0	1	0.00461617226456891	0.0467291449294088	2.33571799271286	2	2	GSE163577	0.525869164622054	GSE163577
ENSG00000174744	BRMS1	0.0183461057166656	0.0354379841995544	0.0525298626824431	4.82899236154098e-05	0.299968217533966	0.860721654244749	0.00872050640609079	0	0	1	0.00468948813776313	0.0474713156864264	2.32887455836735	3	3	non	0.51504013360437	GSE163577
ENSG00000156639	ZFAND3	0.261908666906537	0.506133776978008	0.75035888704948	4.86868853721687e-05	2.97029031024665	0.226469465087362	0.12460693767737	0.015915927680739	32.6665143437134	1.48514515512333	0.0046954303796166	0.047531468528405	2.32832459446789	3	3	GSE163577,syn52293442_hc	0.839903351448151	all.p.values < 0.05
ENSG00000160799	CCDC12	0.0508491369691038	0.098374721954671	0.145900306940238	4.97088111166242e-05	1.5344627502161	0.464296754019572	0.0242481930078527	0	0	1	0.00476115078530735	0.0481967509715916	2.32228806423228	3	3	Study43,GSE163577	0.239170906893205	Study43,GSE163577
ENSG00000140937	CDH11	-0.322645954394237	-0.217429451889106	-0.112212949383974	5.11613734362401e-05	2.5975952744817	0.272859672187982	0.0536828754686648	0.00252910973131089	23.005711488328	1.29879763724085	0.00486694317096858	0.049267678882999	2.31274372478153	3	3	GSE163577,syn52293442_hc	0.450197442459172	GSE163577,syn52293442_hc
ENSG00000186395	KRT10	-0.153589806862783	-0.103223148044598	-0.0528564892264129	5.89894903600044e-05	0.516745026742911	0.472233473282687	0.0256977471093709	0	0	1	0.00557370968374528	0.056422220116282	2.25385565600861	2	2	GSE163577	0.520922719869601	GSE163577
ENSG00000107104	KANK1	-1.83348622644483	-1.23125807164778	-0.629029916850722	6.14545717159887e-05	15.2247184573332	0.000494304304869901	0.307264908716362	0.243209644959953	86.8634680791968	7.61235922866662	0.00572920487250924	0.0579962855529962	2.24190564739441	3	3	GSE163577	0.951784816373702	all.p.values < 0.05
ENSG00000148429	USP6NL	0.04512090313346	0.088292301203917	0.131463699274374	6.11225319998803e-05	1.28839558099293	0.525083600249862	0.0220266282497982	0	0	1	0.00572920487250924	0.0579962855529962	2.24190564739441	3	3	GSE163577	0.51798520180873	GSE163577
ENSG00000118363	SPCS2	-0.205589676763371	-0.137911261402271	-0.0702328460411704	6.49941403905846e-05	0.328959980045205	0.848334731933316	0.0345304382605696	0	0	1	0.00597946091593378	0.0605296075896117	2.22333796848461	3	3	GSE163577	0.538359864452668	GSE163577
ENSG00000130413	STK33	0.0165106193835593	0.0324176001761229	0.0483245809686866	6.48843668726552e-05	1.39784931567627	0.497119590124363	0.00811595565940797	0	0	1	0.00597946091593378	0.0605296075896117	2.22333796848461	3	2	GSE163577,syn52293442_hc	0.36743165268473	GSE163577,syn52293442_hc
ENSG00000166747	AP1G1	-0.389440949630185	-0.260723822379783	-0.132006695129382	7.18672264648288e-05	2.9376570650204	0.230194993246841	0.0656732104598381	0.00459626156409508	31.9185338610614	1.4688285325102	0.00656857055479847	0.0664931176399436	2.18252913085228	3	3	Study43,GSE163577	0.713269864398791	GSE163577
ENSG00000168010	ATG16L2	0.0535059547251632	0.105732691785952	0.15795942884674	7.24982749170928e-05	1.06647507799262	0.586702419587478	0.0266467840596797	0	0	1	0.00658321997688718	0.0666414125753751	2.18156163280826	3	2	GSE163577	0.499914272275131	GSE163577
ENSG00000144468	RHBDD1	0.0839652422045019	0.166166790130776	0.24836833805705	7.43306346968794e-05	0.427960490096556	0.807364334308589	0.0419403359320219	0	0	1	0.00670606190710427	0.0678849316711814	2.17353244169311	3	3	GSE163577	0.510208787476047	all.p.values < 0.05
ENSG00000131724	IL13RA1	0.0149311041027134	0.0295953151007108	0.0442595260987082	7.63428340681207e-05	1.72462088976631	0.42218551823308	0.00748187778636079	0	0	1	0.00684344994620898	0.0692756998710962	2.16472490487704	3	2	GSE163577,syn52293442_hc	0.330755676761564	GSE163577,syn52293442_hc
ENSG00000029363	BCLAF1	-0.251351062366198	-0.167985934458464	-0.0846208065507297	7.83310605992808e-05	0.899717480880948	0.637718229055612	0.042534010096771	0	0	1	0.00693279462924267	0.0701801289961093	2.15909166475258	3	2	GSE163577	0.515968927478039	GSE163577
ENSG00000123213	NLN	-0.115961591439854	-0.0775066940234315	-0.0390517966070085	7.80367820705735e-05	0.381612051387433	0.826292852189929	0.0196202061465161	0	0	1	0.00693279462924267	0.0701801289961093	2.15909166475258	3	3	GSE163577	0.524977679205679	all.p.values < 0.05
ENSG00000156299	TIAM1	-1.1390665636458	-0.760820484368641	-0.382574405091486	8.06850515734161e-05	6.40325898604717	0.0406958363388456	0.192986239676194	0.075650578891892	68.7659049187603	3.20162949302358	0.00709622491322422	0.0718345207710101	2.148972628094	3	3	syn52293442_hc	0.867741126341527	all.p.values < 0.05
ENSG00000142611	PRDM16	0.0260848683499759	0.051898449345782	0.0777120303415882	8.13030784524498e-05	0.267646875872874	0.874744497663021	0.0131704363954748	0	0	1	0.00710588905674411	0.0719323501277319	2.148381577373	3	3	GSE163577	0.534477533807786	GSE163577
ENSG00000151240	DIP2C	0.125286990799546	0.249725548087099	0.374164105374652	8.37906319252067e-05	0.356296323687311	0.836818429742068	0.063490226488399	0	0	1	0.00727781488721795	0.0736727416445271	2.13799899498256	3	3	non	0.755351196841778	syn52293442_hc
ENSG00000064763	FAR2	-0.162274164192687	-0.108166107871421	-0.0540580515501548	8.92435228392609e-05	0.260009842427343	0.878091109635955	0.027606658463147	0	0	1	0.00770358903323596	0.0779828194830821	2.11330689376495	3	3	non	0.822687837404556	all.p.values < 0.05
ENSG00000107611	CUBN	0.017788161583441	0.0358066287574907	0.0538250959315405	9.82488110594331e-05	0.29365928397587	0.863441058990046	0.00919326442535532	0	0	1	0.00837750837716532	0.0848048514368979	2.07688512921578	3	2	GSE163577	0.441177022238558	GSE163577
ENSG00000107829	FBXW4	0.0641535954190343	0.129131714760275	0.194109834101516	9.81754429461299e-05	1.37028243410231	0.504019048465201	0.0331527108935572	0	0	1	0.00837750837716532	0.0848048514368979	2.07688512921578	3	2	GSE163577	0.479517265828557	GSE163577
ENSG00000154162	CDH12	-0.153753751875134	-0.102209391198426	-0.0506650305217173	0.000101703437430801	2.30316269600758	0.316136452147957	0.0262986264458346	0.000428308123472144	13.1628866919866	1.15158134800379	0.00861952041837768	0.0872547200943732	2.0645168972201	3	3	Study43,GSE163577	0.207187906944454	GSE163577
ENSG00000212864	RNF208	0.0193340402335916	0.0392073577525055	0.0590806752714194	0.000110298607712499	0.414135497122353	0.519877918414735	0.0101396340318863	0	0	1	0.00929166102561195	0.094058746038003	2.03190664232763	2	2	GSE163577	0.522696514640996	GSE163577
ENSG00000107290	SETX	0.0900760698711764	0.183018244369333	0.275960418867489	0.000113625034763717	1.0540726099418	0.590352002859116	0.0474203481447988	0	0	1	0.0094638299073793	0.095801597943724	2.02393307384826	3	3	GSE163577	0.556213900271908	all.p.values < 0.05
ENSG00000144357	UBR3	-0.56456287341997	-0.374372268484376	-0.184181663548783	0.00011431665852957	1.95748113072951	0.375784076427936	0.0970378060187803	0	0	1	0.0094638299073793	0.095801597943724	2.02393307384826	3	3	GSE163577	0.519024761680625	GSE163577
ENSG00000158987	RAPGEF6	-0.0930204433319313	-0.0616829620421028	-0.0303454807522743	0.00011437265834862	1.98965372921503	0.36978746229945	0.015988804660195	0	0	1	0.0094638299073793	0.095801597943724	2.02393307384826	3	2	GSE163577,syn52293442_hc	0.333049784216234	GSE163577,syn52293442_hc
ENSG00000130997	POLN	0.0402902596732075	0.0820406753483	0.123791091023393	0.00011745347122275	0.355561051977192	0.837126130758514	0.0213016239096302	0	0	1	0.00966158436222906	0.0978034505721536	2.01495164963495	3	3	GSE163577	0.480100658149576	GSE163577
ENSG00000153956	CACNA2D1	-0.489629922449102	-0.324380352517855	-0.159130782586608	0.000119399754951968	0.985776150063668	0.610859635685125	0.0843125543299338	0	0	1	0.00976424662718318	0.0988426925204327	2.01036125962437	3	3	GSE163577	0.540841167605455	GSE163577
ENSG00000115808	STRN	-0.440896296454598	-0.292049222631692	-0.143202148808785	0.000120258956455739	0.164013021151028	0.921265960705218	0.0759437800883043	0	0	1	0.00977733283184333	0.0989751631300834	2.00977960067152	3	3	non	0.561009486231163	GSE163577
ENSG00000033327	GAB2	0.270344626612573	0.551904414386755	0.833464202160937	0.0001221063834159	5.48129357420601	0.0645285971286216	0.143655592651237	0.0390578387364821	63.5122626999648	2.740646787103	0.00987014835657775	0.0999147273097617	2.00567631947232	3	3	GSE163577	0.840355650765249	all.p.values < 0.05
ENSG00000198223	CSF2RA	0.0127096760943662	0.0259699450929338	0.0392302140915014	0.000123764857748637	0.0253400504064634	0.873522660711743	0.00676556768550998	0	0	1	0.00994671132618934	0.100689768165725	2.00232048598531	2	2	GSE163577	0.509053206961599	GSE163577
ENSG00000204138	PHACTR4	0.122200547006596	0.250354830751601	0.378509114496606	0.000128731515024011	1.35105976843935	0.508886698122078	0.065386040129242	0	0	1	0.0102283040119078	0.103540308541568	1.99019637208764	3	3	GSE163577	0.545891958359825	GSE163577
ENSG00000229474	PATL2	0.0161179417824081	0.0330179770882261	0.0499180123940442	0.000128547184691557	0.144849684707746	0.703506589511812	0.00862262543553014	0	0	1	0.0102283040119078	0.103540308541568	1.99019637208764	2	2	GSE163577	0.521395348427489	GSE163577
ENSG00000070808	CAMK2A	0.0220957883774919	0.0452867176609545	0.0684776469444171	0.00012951819411093	0.0510215860553319	0.974811857737613	0.0118323241990106	0	0	1	0.0102326690759732	0.103584495738156	1.99001107070854	3	3	GSE163577	0.436918623873319	GSE163577
ENSG00000101695	RNF125	0.062705013644238	0.129419290831919	0.1961335680196	0.000143450519699057	1.3350850526608	0.512967634558756	0.0340385219901563	0	0	1	0.011206771326657	0.113445255397765	1.95051948972293	3	2	GSE163577	0.321076826250482	Study43,GSE163577
ENSG00000157637	SLC38A10	0.0473121057677398	0.0976479871898166	0.147983868611893	0.00014342320725338	0.793419636698638	0.672529152939837	0.0256820440677073	0	0	1	0.011206771326657	0.113445255397765	1.95051948972293	3	3	GSE163577	0.504959169561587	GSE163577
ENSG00000176444	CLK2	0.0239918356008996	0.0495496817124724	0.0751075278240452	0.00014479261090869	0.00135559301225272	0.970629819876473	0.0130399570161339	0	0	1	0.0112487770608173	0.11387047610595	1.94889469040671	2	2	non	0.514488600341795	GSE163577
ENSG00000110077	MS4A6A	0.0139628751893743	0.029035596948097	0.0441083187068197	0.000159616340417253	0.249068403768471	0.882908063730597	0.00769030547378135	0	0	1	0.0121065688807831	0.122553834520042	1.9169789226934	3	3	GSE163577	0.465517193768333	GSE163577
ENSG00000117691	NENF	0.0491152098868494	0.102061932753859	0.155008655620869	0.000158033035732417	1.05201648361337	0.590959234089724	0.0270141305068087	0	0	1	0.0121065688807831	0.122553834520042	1.9169789226934	3	2	GSE163577	0.489169918570959	GSE163577
ENSG00000179295	PTPN11	-0.597773007763499	-0.393553027410672	-0.189333047057844	0.000158694751867579	3.17749967707523	0.20418071109967	0.104195782148901	0.0134522002797067	37.0574286937167	1.58874983853762	0.0121065688807831	0.122553834520042	1.9169789226934	3	3	Study43,GSE163577,syn52293442_hc	0.535606628964984	Study43,GSE163577
ENSG00000179526	SHARPIN	0.0312327785361734	0.0648803664546777	0.0985279543731819	0.000157291392643857	1.1553485078131	0.561202063450489	0.0171674521490763	0	0	1	0.0121065688807831	0.122553834520042	1.9169789226934	3	3	GSE163577	0.508034420098135	GSE163577
ENSG00000234494	SP2-AS1	0.0246644093574117	0.0513017788957579	0.077939148434104	0.000160162703299834	1.00911244347616	0.315115563998179	0.0135907443955391	2.70398302767529e-05	0.903015668380045	1.00911244347616	0.0121065688807831	0.122553834520042	1.9169789226934	2	1	GSE163577	0.520940762017047	GSE163577
ENSG00000189043	NDUFA4	-0.115649204945011	-0.0760673945991702	-0.0364855842533295	0.000165477331854425	0.703573455463366	0.703430128118724	0.0201951722878875	0	0	1	0.0124410484336144	0.125939744448088	1.90514301918322	3	3	GSE163577	0.503906722771839	GSE163577
ENSG00000258583	LINC01500	-0.0671777167736157	-0.0441801929341345	-0.0211826690946533	0.000166377881658335	0.0199560879274142	0.887659793827002	0.0117336461388489	0	0	1	0.0124418625513912	0.125947985697635	1.90511460073504	2	2	non	0.544602237119367	GSE163577
ENSG00000133958	UNC79	-0.521851914511844	-0.342844948746853	-0.163837982981862	0.000174145100652439	1.49662331412314	0.221191652058976	0.0913317628165494	0.00804521599003521	33.1829198059837	1.49662331412314	0.0129534313166155	0.131126555647246	1.88761517332174	2	2	GSE163577	0.67574944485685	GSE163577
ENSG00000173889	PHC3	-0.415388766655744	-0.272701592066114	-0.130014417476485	0.000179781255898278	1.01290371233762	0.602630007887312	0.0728009166061866	0	0	1	0.0132406647730767	0.134034197096975	1.87809020975801	3	3	GSE163577	0.588308262195985	GSE163577
ENSG00000185306	C12orf56	-0.118612038951662	-0.0778672931074926	-0.0371225472633228	0.000179900336590716	0.249165452158947	0.617663322150129	0.0207885176286703	0	0	1	0.0132406647730767	0.134034197096975	1.87809020975801	2	2	GSE163577	0.599951846753196	GSE163577
ENSG00000141968	VAV1	0.0110841472858124	0.0232689646832377	0.035453782080663	0.000181921729410828	0.531614103562918	0.766587024833095	0.00621685780633604	0	0	1	0.0132499659587553	0.134128352260319	1.87778523749651	3	2	GSE163577	0.493880465292267	GSE163577
ENSG00000151239	TWF1	-0.0908669111674364	-0.0596446825344933	-0.0284224539015502	0.00018098882396038	0.829242057546137	0.660590578096113	0.0159300012037058	0	0	1	0.0132499659587553	0.134128352260319	1.87778523749651	3	3	GSE163577	0.50702245787914	GSE163577
ENSG00000005483	KMT2E	-0.408881758402956	-0.268255006570818	-0.12762825473868	0.000184927674778631	0.00920371100385047	0.995408716811468	0.0717496611883606	0	0	1	0.0133991119383647	0.135638145157412	1.87292398469851	3	3	non	0.543152370391242	GSE163577
ENSG00000164924	YWHAZ	-0.285700284936918	-0.187393075746343	-0.0890858665557676	0.00018691061135538	1.11061202498042	0.573896614790595	0.0501576610417385	0	0	1	0.0134729793257404	0.136385898848652	1.87053635664112	3	3	GSE163577	0.611915015049973	GSE163577
ENSG00000121281	ADCY7	0.0157231684642402	0.0330937522603943	0.0504643360565483	0.000188427900560161	1.17477191625134	0.555778215038964	0.00886270560743516	0	0	1	0.0135126962124784	0.136787949736305	1.86925798677569	3	2	GSE163577	0.401237909172265	GSE163577
ENSG00000124151	NCOA3	0.0469756938737929	0.0990435923891475	0.151111490904502	0.00019281800135101	1.59690114962165	0.450025705367281	0.0265657424963211	0	0	1	0.0137052752244504	0.13873741176784	1.86311223868998	3	2	GSE163577	0.386530492594724	GSE163577,syn52293442_hc
ENSG00000188404	SELL	-0.0833837091746357	-0.0546508230819216	-0.0259179369892075	0.000193073456751769	0.14895998159403	0.699531224795076	0.014659905140786	0	0	1	0.0137052752244504	0.13873741176784	1.86311223868998	2	2	GSE163577	0.610662881599835	GSE163577
ENSG00000168887	C2orf68	0.032626784972614	0.0689287233612003	0.105230661749787	0.000198039590614974	1.78760424678188	0.409097353399868	0.0185217374783064	0	0	1	0.0139867961371707	0.141587225591327	1.85428175507908	3	3	Study43,GSE163577	0.55489476368438	GSE163577
ENSG00000157856	DRC1	0.0108847484814342	0.0230079125686211	0.0351310766558081	0.000199450006439925	0.229425757996124	0.89162211059211	0.00618540145778849	0	0	1	0.0140156225630951	0.141879033209763	1.85338760645084	3	3	GSE163577	0.468734075390815	GSE163577
